-0.355166733 0.709648907
-0.355980426 0.709710836
-0.35798499 0.705306292
-0.354210407 0.708723843
-0.357727766 0.711061656
-0.342111528 0.69286716
-0.353990346 0.711639881
-0.328051329 0.682727814
-0.337683409 0.684277058
-0.338477165 0.684820414
-0.356296748 0.709886253
-0.359483719 0.711790919
-0.335943937 0.685902297
-0.339982301 0.687572479
-0.332751393 0.682247639
-0.356422991 0.712139845
-0.345487654 0.688553214
-0.327722967 0.679975271
-0.347314954 0.698106885
-0.339793891 0.697714269
-0.361012787 0.711489797
-0.33598721 0.681954086
-0.340517431 0.680132151
-0.349695534 0.695294023
-0.337336123 0.686049163
-0.335754007 0.686548769
-0.355416954 0.712496102
-0.328028113 0.679153085
-0.331406415 0.67652154
-0.350081056 0.712638259
-0.351410359 0.709294736
-0.333279699 0.682242274
-0.346873999 0.691704273
-0.333730817 0.677888095
-0.335690349 0.682726681
-0.329354107 0.688443422
-0.340038717 0.684874356
-0.336753964 0.693403602
-0.335268617 0.696663976
-0.341640592 0.688440681
-0.333380491 0.684598863
-0.338232696 0.695101976
-0.328526855 0.688519716
-0.349693924 0.690638363
-0.364311308 0.706660032
-0.329823643 0.686577022
-0.345634967 0.700473368
-0.351113349 0.705801129
-0.331245273 0.688853979
-0.350241095 0.711974084
-0.347328752 0.707273185
-0.362341911 0.711595774
-0.330468118 0.673486292
-0.325013369 0.686255813
-0.336878687 0.690746129
-0.328980714 0.67466712
-0.331179678 0.683738828
-0.351348102 0.703023612
-0.360188216 0.71482873
-0.334301978 0.692589641
-0.353826672 0.701887906
-0.326646 0.679573238
-0.362457931 0.702771306
-0.334764719 0.676649213
-0.355789959 0.715801775
-0.347877771 0.69911164
-0.345765859 0.7010113
-0.329373419 0.689262152
-0.346662462 0.713090777
-0.330111444 0.674557567
-0.340596408 0.702039182
-0.350569904 0.697390139
-0.361525387 0.714985311
-0.354589701 0.699681699
-0.349249214 0.701759696
-0.35148406 0.696530461
-0.350020915 0.698134422
